Symbol,Company Name,Sector Index
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NIFTY SERVICES
ZEEL,Zee Entertainment Enterprises Ltd.,NIFTY MEDIA
ZKOVALIN,Kovalam Inv. & Trading Co.Ltd.,NIFTY SERVICES
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,
MULTIIN,Multiplus Holdings Ltd.,NIFTY SERVICES
SKYLMILAR,Skyline Millars Ltd,NIFTY REALTY
BIMETAL,Bimetal Bearings Ltd,NIFTY AUTO
TAPARIA,Taparia Tools Ltd.,
BHARATGEAR,Bharat Gears Ltd.,NIFTY AUTO
BRADYM,Brady & Morris Engineering Co. Ltd.,
LATIMMETAL,La Tim Metal & Industries Limited,NIFTY METAL
ELECON,Elecon Engineering Co.Ltd.,
GRAUWEIL,Grauer & Weil (India) Ltd.,NIFTY CHEMICALS
HIMTEK,HIM TEKNOFORGE LIMITED,NIFTY AUTO
GABRIEL,Gabriel India Ltd.,NIFTY AUTO
HERCULES,Hercules Hoists Ltd.,
AQFINTECH,ALGOQUANT FINTECH LIMITED,NIFTY FINANCIAL SERVICES
IFBIND,IFB Industries Limited,NIFTY CONSUMER DURABLES
SINGER,Singer India Limited,NIFTY CONSUMER DURABLES
INTLCOMBQ,International Combustion (India) Lt,
FMGOETZE,Federal-Mogul Goetze (India) Ltd,NIFTY AUTO
JOSTS,Josts Engineering Co. Ltd.,
SCHAEFFLER,Schaeffler India Limited,NIFTY AUTO
RANEHOLDIN,Rane Holdings Ltd.,NIFTY FINANCIAL SERVICES
ROLCOEN,Rolcon Engineering Co. Ltd.,
SNL,SNL Bearings Ltd.,NIFTY AUTO
JAIPAN,Jaipan Industries Ltd,NIFTY CONSUMER DURABLES
MANCREDIT,Mangal Credit and Fincorp Limited,NIFTY FINANCIAL SERVICES
TRF,TRF Ltd,
WPIL,WPIL Ltd,
KENNAMET,Kennametal India Limtied,
HINDHARD,HINDUSTAN HARDY LIMITED,NIFTY AUTO
TRITONV,Triton Valves Ltd.,NIFTY AUTO
SUDAI,Sudal Industries Limited,NIFTY METAL
PRAKASH,Prakash Industries Ltd.,NIFTY METAL
HVL,HARIYANA VENTURES LIMITED,
ZPRBHSTE,Prabhu Steel Industries Ltd.,
GRINDWELL,Grindwell Norton Ltd.,
LAKPRE,Lakshmi Precision Screws Ltd.,NIFTY AUTO
STANROS,Stanrose Mafatlal Investments & Fin,NIFTY FINANCIAL SERVICES
GENESYS,Genesys International Corporation Ltd.,NIFTY IT
ALNATRD,Alna Trading & Exports Ltd.,NIFTY SERVICES
PARNAXLAB,Parnax Lab Limited,NIFTY PHARMA
GOURMET,GOURMET GATEWAY INDIA LIMITED,NIFTY SERVICES
VIVIDHA,Visagar Polytex Ltd,
ISHWATR,Ishwarshakti Holdings & Traders Ltd,NIFTY FINANCIAL SERVICES
TERRAFORM,Terraform Magnum Limited,NIFTY FINANCIAL SERVICES
APIS,Apis India Ltd,NIFTY FMCG
VELOX,Velox Shipping and Logistics Limited,NIFTY SERVICES
EMERGENT,EMERGENT INDUSTRIAL SOLUTIONS LIMITED,NIFTY METAL
KANANIIND,Kanani Industries Ltd,NIFTY CONSUMER DURABLES
GCKL,GALAXY CLOUD KITCHENS LIMITED,NIFTY FMCG
ZSARVAMA,Sarvamangal Mercantile Co. Ltd.,NIFTY SERVICES
ARIHANTSUP,Arihant Superstructures Limited,NIFTY REALTY
BLISSGVS,Bliss GVS Pharma Limited,NIFTY PHARMA
STYRENIX,Styrenix Performance Materials Limited,NIFTY CHEMICALS
ALEMBICLTD,Alembic  Ltd,NIFTY REALTY
AMNPLST,Amines & Plasticizers Ltd,NIFTY CHEMICALS
ANUHPHR,Anuh Pharma Ltd.,NIFTY PHARMA
MODISONLTD,MODISON LIMITED,
SASHWAT,Sashwat Technocrats Limited,NIFTY CONST MAT
CHEMOPH,Chemo Pharma Laboratories Ltd.,NIFTY PHARMA
HEUBACHIND,Heubach Colorants India Limited,NIFTY CHEMICALS
COROMANDEL,Coromandel International Limited,NIFTY CHEMICALS
DEEPAKNTR,Deepak Nitrite Limited,NIFTY CHEMICALS
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,NIFTY CHEMICALS
FERMENTA,FERMENTA BIOTECH LIMITED,NIFTY PHARMA
GOCLCORP,GOCL Corporation Limited,NIFTY CHEMICALS
JAYCH,Jayshree Chemicals Ltd.,NIFTY CHEMICALS
KANORICHEM,Kanoria Chemicals & Industries Ltd.,
KELENRG,Keltech Energies Ltd.,NIFTY CHEMICALS
KEMP,Kemp & Company Limited,NIFTY SERVICES
NITTAGELA,Nitta Gelatin India Ltd,NIFTY CHEMICALS
MPAGI,M.P. Agro Industries Ltd.,NIFTY CHEMICALS
OCCL,Oriental Carbon & Chemicals Ltd.,NIFTY CHEMICALS
PCBL,PCBL Chemical Limited,NIFTY CHEMICALS
AMAL,Amal Ltd,NIFTY CHEMICALS
POLYCHEM,Polychem Ltd,NIFTY CHEMICALS
PUNJABCHEM,Punjab Chemicals and Crop Protection Ltd.,NIFTY CHEMICALS
ZR2,ZR2 BIOENERGY LIMITED,NIFTY CHEMICALS
SADHNANIQ,Sadhana Nitrochem Ltd.,NIFTY CHEMICALS
SUDARSCHEM,Sudarshan Chemical Indus. Ltd.,NIFTY CHEMICALS
TECILCHEM,Tecil Chemicals & Hydro Power Limit,NIFTY CHEMICALS
ULTRAMAR,Ultramarine & Pigments Ltd.,NIFTY CHEMICALS
TRANSPEK,Transpek Industry Ltd.,NIFTY CHEMICALS
UNICHEMLAB,Unichem Laboratories Ltd.,NIFTY PHARMA
MYSORPETRO,Mysore Petro Chemicals Ltd.,NIFTY CHEMICALS
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,NIFTY CHEMICALS
TUTIALKA,TUTICORIN ALKALI CHEMICALS AND FERTILIZERS LIMITED,NIFTY CHEMICALS
ASTRAZEN,AstraZeneca Pharma India Ltd.,NIFTY PHARMA
PRIMO,Primo Chemicals Limited,NIFTY CHEMICALS
TANFACIND,TANFAC Industries Ltd.,NIFTY CHEMICALS
GUJPETR,Gujarat Petrosynthese Ltd.,NIFTY CHEMICALS
SWADEIN,Swadeshi Industries Leasing Co. Ltd,
GUJTHEM,Gujarat Themis Biosyn Ltd.,NIFTY PHARMA
MAKERSL,Makers Laboratories Ltd.,NIFTY PHARMA
CONTCHM,Continental Chemicals Ltd.,NIFTY IT
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Lt,NIFTY PHARMA
IGLFXPL-B,Indo Gulf Industries  Ltd.,NIFTY CHEMICALS
ADVPETR-B,Advance Petrochemicals Ltd.,NIFTY CHEMICALS
RAJSPTR,Rajasthan Petro Synthetics Ltd.,
APTPACK,Apt Packaging Ltd,
BLUECHIPT,Blue Chip Tex Industries Ltd.,
JAGAJITIND,Jagatjit Industries Ltd.,NIFTY FMCG
KESARENT,Kesar Enterprises Ltd.,NIFTY FMCG
TI,Tilaknagar Industries Ltd,NIFTY FMCG
EMERALL,Emerald Leisures Limited,NIFTY SERVICES
RAVALSUGAR,The Ravalgaon Sugar Farm Limited,NIFTY FMCG
SAKHTISUG,Sakthi Sugars Ltd.,NIFTY FMCG
WALCHANNAG,Walchandnagar Industries Ltd,
IFBAGRO,IFB Agro Industries Ltd,NIFTY FMCG
KFBL,Kothari Fermanatation & Biochem Ltd,NIFTY FMCG
CAPRO,Caprolactam Chemicals ltd.,NIFTY CHEMICALS
GMBREW,G.M. Breweries Ltd.,NIFTY FMCG
RANASUG,Rana Sugars Ltd.,NIFTY FMCG
PICCASUG,Piccadily Sugar  & Allied Ltd.,NIFTY FMCG
SDBL,Som Distilleries & Breweries Ltd.,NIFTY FMCG
CJGEL,C.J. Gelatine Products Ltd.,NIFTY CHEMICALS
ASALCBR,Associated Alcohols & Breweries Ltd,NIFTY FMCG
THAKKERS,THAKKERS GROUP LIMITED,NIFTY SERVICES
CORAGRO,Coromandel Agro Products & Oils Ltd,NIFTY FMCG
FOODSIN,Foods & Inns Ltd.,NIFTY FMCG
IVP,IVP Ltd.,NIFTY CHEMICALS
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS  LTD,NIFTY FMCG
OLYOI,Olympic Oil Industries Ltd.,NIFTY FMCG
MLKFOOD,Milkfood Ltd.,NIFTY FMCG
POLSON,Polson Ltd.,NIFTY CHEMICALS
SIGNGCL,SIGNATURE GREEN CORPORATION LIMITED,NIFTY FMCG
WIPRO,Wipro  Ltd.,NIFTY IT
ORIBEVER,Orient Beverages Ltd.,NIFTY FMCG
DHANUKA,Dhanuka Agritech Ltd.,NIFTY CHEMICALS
TTKHLTCARE,TTK Healthcare Ltd.,
TGVSL,TGV SRAAC LIMITED,NIFTY CHEMICALS
LIMECHM,Lime Chemicals Ltd.,NIFTY CHEMICALS
KANPRPLA,Kanpur Plastipack Limited,
TAINWALCHM,Tainwala Chemicals & Plastics Ltd,
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NIFTY PHARMA
KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,NIFTY CHEMICALS
UNTTEMI,United Leasing & Industries Ltd,
NOL,National Oxygen Ltd.,NIFTY CHEMICALS
GILLETTE,Gillette India Ltd.,NIFTY FMCG
WIREFABR,Wires & Fabriks (SA) Ltd.,
ANSALHSG,ANSAL HOUSING LIMITED,NIFTY REALTY
COMPUPN,Computer Point Ltd.,NIFTY IT
MCCHRLS-B,Mac Charles (India) Ltd.,NIFTY SERVICES
ADDIND,Addi Industries Ltd.,
PIONRINV,Pioneer Investcorp Ltd,NIFTY FINANCIAL SERVICES
ASHNOOR,Ashnoor Textiles Mills Ltd.,
UNITECH,Unitech Ltd.,NIFTY REALTY
VIPIND,V.I.P. Industries Ltd.,NIFTY CONSUMER DURABLES
FIBERWEB,FIBERWEB (INDIA) LTD.,
LKPFIN,LKP Finance Limited,NIFTY FINANCIAL SERVICES
EASTBUILD,East Buildtech Limited,NIFTY REALTY
MNPLFIN,Manipal Finance Corporation Ltd.,NIFTY FINANCIAL SERVICES
BAJAJST,Bajaj Steel Industries Ltd.,
KIDUJA,Kiduja  India  Ltd,NIFTY FINANCIAL SERVICES
KEYCORP,Key Corp Ltd,NIFTY FINANCIAL SERVICES
SHIKHARLETR,Shikhar Leasing and Trading Ltd.,NIFTY FINANCIAL SERVICES
GUJHOTE,Gujarat Hotels Ltd.,NIFTY SERVICES
FYNX,FYNX CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
RASRESOR,Ras Resorts & Apart Hotels Ltd.,NIFTY SERVICES
JOLYPLS,Jolly Plastic Industries Ltd.,NIFTY FINANCIAL SERVICES
PARMCOS-B,Paramount Cosmetics (India) Ltd,NIFTY FMCG
JINDHOT,Jindal Hotels Ltd.,NIFTY SERVICES
SERIND,SER Industries Ltd,NIFTY SERVICES
JPTRLES,Jupiter Industries & Leasing Ltd.,NIFTY FINANCIAL SERVICES
SIMMOND,Simmonds-Marshall Ltd,NIFTY AUTO
BNALTD,B & A Ltd.,NIFTY FMCG
HAWKINCOOK,Hawkins Cooker Ltd.,NIFTY CONSUMER DURABLES
WARRENTEA,Warren Tea Ltd.,NIFTY FMCG
COCHMAL,Cochin Malabar Estates & Indus. Ltd,NIFTY AUTO
BESTEAST,Best Eastern Hotels Limited,NIFTY SERVICES
NEAGI,Neelamalai Agro Industries Ltd.,NIFTY FMCG
ISTLTD,IST Limited,NIFTY AUTO
COSMOFIRST,Cosmo First Limited,
NEWMKTADV,New Markets Advisory Ltd,NIFTY IT
APOLLOHOSP,Apollo Hospitals Enterprises Ltd.,NIFTY PHARMA
NITINCAST,Nitin Castings Limited,
NEXOME,NEXOME CAPITAL MARKETS LIMITED,NIFTY FINANCIAL SERVICES
EVERESTIND,Everest Industries Ltd.,NIFTY CONST MAT
IRONWOOD,IRONWOOD EDUCATION LIMITED,NIFTY SERVICES
MSRINDIA,MSR India Limited,
AIRLTD,AVISHKAR INFRA REALTY LIMITED,NIFTY REALTY
AYMSYNTEX,AYM Syntex Limited,
PANCARBON,Panasonic Carbon India Co.Ltd,
FINKURVE,Finkurve Financial Services Limited,NIFTY FINANCIAL SERVICES
HBLEAS,HB Leasing & Finance Co. Ltd.,NIFTY FINANCIAL SERVICES
SHRICON,Shricon Industries Ltd.,NIFTY REALTY
TRUSTWAVE,TRUSTWAVE SECURITIES LIMITED,NIFTY FINANCIAL SERVICES
SULABEN,Sulabh Engineers & Services Limited,NIFTY FINANCIAL SERVICES
FRONTCAP,Frontier Capital Limited,NIFTY SERVICES
NAVNETEDUL,Navneet Education Limited,NIFTY MEDIA
KEDIACN,Kedia Construction Co. Ltd.,NIFTY REALTY
TRANOCE,Transoceanic Properties Ltd.,NIFTY SERVICES
AUSOMENT,AuSom Enterprise Limited,NIFTY CONSUMER DURABLES
THAKRAL,Thakral Services (India) Limited,
RUCHINFRA,Ruchi Infrastructure Ltd,NIFTY SERVICES
GOLDLEG,Golden Legand Leasing & Finance Ltd,NIFTY FINANCIAL SERVICES
VJTFEDU,VJTF Eduservices Limited,NIFTY SERVICES
VOLLF,Voltaire Leasing & Finance Ltd.,NIFTY FINANCIAL SERVICES
NETLINK,Netlink Solutions (India) Ltd.,NIFTY IT
TRILIANCE,TRILIANCE POLYMERS LIMITED,NIFTY SERVICES
LANCORHOL,Lancor Holdings Ltd.,NIFTY REALTY
INDINFO,Indian Infotech And Software Ltd.,NIFTY FINANCIAL SERVICES
BANASFN,Banas Finance Limited,NIFTY FINANCIAL SERVICES
VISAKAIND,Visaka Industries Ltd.,NIFTY CONST MAT
HATHWAYB,Hathway Bhawani Cabletel & Datacom,NIFTY MEDIA
GUFICBIO,Gufic BioSciences Ltd.,NIFTY PHARMA
PHOTON,Photon Capital Advisors Ltd,NIFTY SERVICES
GRPLTD,GRP Limited,
INDAG,Indag Rubber Ltd.,NIFTY AUTO
MMRUBBR-B,M.M. Rubber Company Ltd.,NIFTY AUTO
PTL,PTL Enterprises Ltd,NIFTY SERVICES
TVSSRICHAK,TVS Srichakra Ltd.,NIFTY AUTO
SEL,Sanathnagar Enterprises Limited,NIFTY REALTY
BENARAS,Benares Hotels Ltd,NIFTY SERVICES
BHAGWOX,Bhagwati Oxygen Ltd.,NIFTY CHEMICALS
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMITED,NIFTY FINANCIAL SERVICES
CRAVATEX,Cravatex Ltd.,NIFTY SERVICES
BERGEPAINT,Berger Paints India Ltd,NIFTY CONSUMER DURABLES
CAPRIHANS,Caprihans India Ltd.,
GRAPHITE,Graphite India Ltd.,
ITDCEM,ITD Cementation India Ltd,
EMPIND,Empire Industries Ltd.,
GRAVISSHO,Graviss Hospitality Ltd,NIFTY SERVICES
GARFIBRES,GARWARE TECHNICAL FIBRES LIMITED,
GARWAMAR,Garware Marine Industries Ltd.,
GOACARBON,Goa Carbon Ltd.,NIFTY METAL
HARDCAS,Hardcastle & Waud Mfg. Co. Ltd.,NIFTY CHEMICALS
HEG,HEG Ltd.,
HINDCOMPOS,Hindustan Composites Ltd,NIFTY AUTO
ZHINDHSG,Hindustan Housing Co. Ltd.,NIFTY FINANCIAL SERVICES
BIRLANU,BIRLANU LIMITED,NIFTY CONSUMER DURABLES
INDIANCARD,Indian Card Clothing Ltd,
INTLCONV,International Conveyors Ltd.,
JAYSREETEA,Jay Shree Tea & Industries Ltd.,NIFTY FMCG
KOTIC,Kothari Industrial Corpn. Ltd.,NIFTY CHEMICALS
MODRNSH,Modern Shares and Stockbrokers Ltd.,NIFTY FINANCIAL SERVICES
OSEASPR,Oseaspre Consultants Ltd.,NIFTY SERVICES
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,
PREMSYN,Premier Synthetics Ltd.,
RJSHAH,R.J. Shah & Co. Ltd.,NIFTY REALTY
SHAHCON,Shah Construction Co. Ltd.,NIFTY REALTY
SHALPAINTS,Shalimar Paints Ltd.,NIFTY CONSUMER DURABLES
SINNAR,Sinnar Bidi Udyog Ltd.,NIFTY FMCG
HINDMILL,Hindoostan Mills Ltd.,
ZSOUTGAS,Southern Gas Ltd.,NIFTY CHEMICALS
TECHCON,Technojet Consultants Ltd.,NIFTY SERVICES
SUPREMEIND,Supreme Industries Ltd.,
THACKER,Thacker & Co. Ltd.,NIFTY FINANCIAL SERVICES
UPHOT,U.P. Hotels Ltd.,NIFTY SERVICES
VSTIND,VST Industries Ltd.,NIFTY FMCG
SWASTIVI,Swasti Vinayaka Synthetics Ltd.,
MADHUSE,Madhusudan Securities Ltd,NIFTY FINANCIAL SERVICES
YAMNINV,Yamini Investments Company Limited,NIFTY FINANCIAL SERVICES
ZMILGFIN,MILGREY FINANCE & INVESTMENT LTD,NIFTY SERVICES
JINDRILL,Jindal Drilling & Industries Ltd.,NIFTY ENERGY
KUSUMEL,Kusam Electrical Industies Ltd.,NIFTY SERVICES
JUMBFNL,Jumbo Finance Ltd.,NIFTY SERVICES
SAKTHIFIN,Sakthi Finance Ltd.,NIFTY FINANCIAL SERVICES
EASYFIN,EASY FINCORP LIMITED,NIFTY FINANCIAL SERVICES
AEROENTER,AEROFLEX ENTERPRISES LIMITED,
JMDVL,JMD Ventures Limited,NIFTY MEDIA
TVOLCON,Tivoli Construction Ltd.,NIFTY REALTY
SHIVATEX,Shiva Texyarn Ltd.,
VBDESAI,V.B.Desai Financial Services Ltd,NIFTY FINANCIAL SERVICES
QUADRANT,Quadrant Televentures Limited,NIFTY TELECOM
1STCUS,First Custodian Fund (India) Ltd.,NIFTY FINANCIAL SERVICES
KAMANWALA,Kamanwala Housing Construction Ltd,NIFTY REALTY
WSFX,WSFX Global Pay Limited,NIFTY FINANCIAL SERVICES
ANJANIFOODS,Anjani Foods Limited,NIFTY FMCG
RKDAGRRTL,RKD AGRI & RETAIL LIMITED,NIFTY FMCG
PARSHWANA,Parshwanath Corporation Limited,NIFTY REALTY
RAJVI,RAJVI LOGITRADE LIMITED,NIFTY SERVICES
ICDSLTD,ICDS Ltd.,NIFTY SERVICES
CANFINHOME,Can Fin Homes Ltd.,NIFTY FINANCIAL SERVICES
MUNCAPM,Munoth Capital Market Ltd,NIFTY FINANCIAL SERVICES
IVC,IL & FS Investment Managers Ltd.,NIFTY FINANCIAL SERVICES
SHRIRAMFIN,Shriram Finance Limited,NIFTY FINANCIAL SERVICES
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,NIFTY FINANCIAL SERVICES
BOMTALKIES,BOMBAY TALKIES LIMITED,NIFTY MEDIA
SAGARSYST,Sagar Systech Ltd.,NIFTY FINANCIAL SERVICES
ICONIKSPEV,ICONIK SPORTS AND EVENTS LIMITED,NIFTY FINANCIAL SERVICES
VLSFINANCE,VLS Finance Limited,NIFTY FINANCIAL SERVICES
INDCEMCAP,India Cements Capital Limited,NIFTY FINANCIAL SERVICES
ADMANUM,AD-Manum Finance Ltd,NIFTY FINANCIAL SERVICES
MEHIF,Mehta Integrated Finance Ltd.,NIFTY FINANCIAL SERVICES
INTRGLB,Inter Globe Finance Ltd.,NIFTY FINANCIAL SERVICES
MCLTD,MUNOTH COMMUNICATION LIMITED,NIFTY FINANCIAL SERVICES
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,NIFTY REALTY
CREST,CREST VENTURES LIMITED,NIFTY FINANCIAL SERVICES
VAKRANGEE,Vakrangee Limited,NIFTY IT
GUJCRED,Gujarat Credit Corporation Ltd.,NIFTY FINANCIAL SERVICES
SYLPH,Sylph Technologies Ltd,NIFTY IT
DHARFIN,Dharani Finance Ltd.,NIFTY FINANCIAL SERVICES
ALEXANDER,Alexander Stamps And Coin Limited,
INDBANK,Indbank Merchant Banking Services L,NIFTY FINANCIAL SERVICES
SHRYDUS,SHRYDUS INDUSTRIES LIMITED,NIFTY FINANCIAL SERVICES
BHARAT,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,NIFTY FINANCIAL SERVICES
CAPTRUST,Capital Trust Ltd.,NIFTY FINANCIAL SERVICES
USHAKIRA,Ushakiran Finance Ltd.,NIFTY FINANCIAL SERVICES
VIVOBIOT,Vivo Bio tech Ltd.,NIFTY PHARMA
VEERHEALTH,Veerhealth Care Limited,NIFTY PHARMA
PANINDIAC,Pan India Corporation Ltd,NIFTY FINANCIAL SERVICES
SAHARAHOUS,Sahara HousingFina Corporation Ltd.,NIFTY FINANCIAL SERVICES
NDASEC,NDA Securities ltd.,NIFTY FINANCIAL SERVICES
GSBFIN,GSB Finance Ltd.,NIFTY FINANCIAL SERVICES
MORARKFI,Morarka Finance Ltd.,NIFTY FINANCIAL SERVICES
PROFINC,Pro Fin Capital Services Ltd,NIFTY SERVICES
TIMESGTY,Times Guaranty Ltd.,NIFTY FINANCIAL SERVICES
SANCF,Sanchay Finvest Ltd,NIFTY SERVICES
SODFC,Som Datt Finance Corporation Ltd.,NIFTY FINANCIAL SERVICES
SAVFI,Savani Financials Ltd.,NIFTY FINANCIAL SERVICES
BEFOUNDMOL,BEFOUND MOVEMENT LIMITED,NIFTY SERVICES
AVONMORE,Avonmore Capital & Management Services Limited,NIFTY FINANCIAL SERVICES
LIBORDFIN,Libord Finance Limited,NIFTY FINANCIAL SERVICES
YASHMGM,Yash Management & Satellite Ltd.,NIFTY SERVICES
ARIHANTCAP,Arihant Capital Markets Ltd.,NIFTY FINANCIAL SERVICES
ISLCONSUL,ISL Consulting Ltd,NIFTY FINANCIAL SERVICES
DCMFINSERV,DCM Financial Services Ltd.,NIFTY FINANCIAL SERVICES
RRFIN,R.R.Financial Consultants Ltd.,NIFTY FINANCIAL SERVICES
FEDDERSHOL,FEDDERS HOLDING LIMITED,NIFTY FINANCIAL SERVICES
SAMBHAAV,Sambhaav Media Ltd.,NIFTY MEDIA
DUGARHOU,Dugar Housing Developments Limited,
DJSSS,DJS Stock & Shares Ltd.,NIFTY FINANCIAL SERVICES
OMEGAIN,Omega Interactive Technologies Ltd.,NIFTY IT
SUGALDAM,Sugal & Damani Share Brokers Ltd.,NIFTY FINANCIAL SERVICES
NETTLINX,Nettlinx Ltd.,NIFTY TELECOM
BGIL,BGIL Films & Technologies Ltd,NIFTY MEDIA
SCANSTL,Scan Steels Limited,NIFTY METAL
GICHSGFIN,GIC Housing Finance Ltd.,NIFTY FINANCIAL SERVICES
MATHEWE,Mathew Easow Research Securities Lt,NIFTY FINANCIAL SERVICES
AJCON,Ajcon Global Services Ltd.,NIFTY FINANCIAL SERVICES
CHRTEDCA,Chartered Capital & Investment Ltd.,NIFTY FINANCIAL SERVICES
STANCAP,Standard Capital Markets Ltd.,NIFTY FINANCIAL SERVICES
YOGI,YOGI LIMITED,NIFTY FINANCIAL SERVICES
CUBIFIN,Cubical Financial Services Ltd.,NIFTY FINANCIAL SERVICES
RELICTEC,Relic Technologies Ltd.,NIFTY FINANCIAL SERVICES
NIMBSPROJ,Nimbus Projects Limited,NIFTY REALTY
INVIGO,Invigorated Business Consulting Limited,NIFTY SERVICES
BAIDFIN,BAID FINSERV LIMITED,NIFTY FINANCIAL SERVICES
VIPULLTD,Vipul Limited,NIFTY REALTY
KZLFIN,K.Z.Leasing & Finance Ltd.,NIFTY FINANCIAL SERVICES
PASUFIN,Pasupati Fincap Ltd.,NIFTY FINANCIAL SERVICES
MEHSECU,Mehta Securities Ltd.,NIFTY FINANCIAL SERVICES
RFL,RUPAREL FOOD PRODUCTS LIMITED,NIFTY FMCG
UGROCAP,UGRO CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
SAHLIBHFI,Shalibhadra Finance Ltd.,NIFTY FINANCIAL SERVICES
ABIRAFN,Abirami Financial Services (India),NIFTY FINANCIAL SERVICES
MANSIFIN,Mansi Finance (Chennai) Ltd,NIFTY FINANCIAL SERVICES
AASTAFIN,Aastamangalam Finance Limited,NIFTY FINANCIAL SERVICES
MUTHOOTCAP,Muthoot Capital Services Ltd.,NIFTY FINANCIAL SERVICES
MASTERTR,Master Trust Ltd.,NIFTY FINANCIAL SERVICES
ZNILKENG,Nilkanth Engineering Ltd.,NIFTY SERVICES
EFCIL,EFC (I) LIMITED,NIFTY REALTY
SOBME,Sobhagya Merchantile Ltd.,NIFTY SERVICES
CNIRESLTD,CNI Research Ltd,NIFTY FINANCIAL SERVICES
ZSARACOM,Saraswati Commercial (India) Ltd.,NIFTY FINANCIAL SERVICES
WINROC,Winro Commercial (India) Ltd.,NIFTY FINANCIAL SERVICES
BANGANGA,BANGANGA PAPER INDUSTRIES LIMITED,NIFTY SERVICES
VEGA,VEGA JEWELLERS LIMITED,NIFTY SERVICES
KAPILCO,Kapil Cotex  Ltd.,
TCC,TCC CONCEPT LIMITED,NIFTY SERVICES
ROYALIND,Royal India Corporation Limited,NIFTY CONSUMER DURABLES
DHANSAFAL,DHANSAFAL FINSERVE LIMITED,NIFTY FINANCIAL SERVICES
SHYAM,Ventura Guaranty Ltd.,NIFTY SERVICES
ZSANMCOM,Sanmitra Commercial Ltd.,NIFTY SERVICES
WARDHEALTH,WARDWIZARD HEALTHCARE LIMITED,NIFTY SERVICES
VISVEN,VISHVPRABHA VENTURES LIMITED,NIFTY SERVICES
MRUTR,Mrugesh Trading Ltd.,NIFTY FINANCIAL SERVICES
DECNGOLD,Deccan Gold Mines Ltd.,NIFTY METAL
UPL,UPL Limited,NIFTY CHEMICALS
NIBEORD,Nibe Ordnance and Maritime Limited,NIFTY CONSUMER DURABLES
CRANESSOFT,Cranes Software International Ltd.,NIFTY IT
SAICOM,Saianand Commercial Limited,NIFTY SERVICES
EY,EYANTRA VENTURES LIMITED,NIFTY SERVICES
TRIPR,Triochem Products Ltd.,NIFTY PHARMA
NIDHGRN,Nidhi Granites Limited,NIFTY CONST MAT
ROSEMER,Rose Merc.Limited,NIFTY SERVICES
TWIROST,Twin Roses Trades & Agencies Ltd.,NIFTY SERVICES
SIGIND,Signet Industries Limited,NIFTY SERVICES
KAJALSY,Kajal Synthetics and Silk Mills Ltd,NIFTY FINANCIAL SERVICES
AVANCE,Avance Technologies Ltd.,NIFTY IT
MLINDLTD,M LAKHAMSI INDUSTRIES LIMITED,NIFTY SERVICES
TERRAREAL,Terraform Realstate Limited,NIFTY SERVICES
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,NIFTY IT
ABANSENT,ABans Enterprises Limited,NIFTY METAL
VAMA,Vama Industries Limited,NIFTY IT
SUNTECK,Sunteck Realty Ltd,NIFTY REALTY
BENTCOM,Bentley Commercial Enterprises Ltd.,NIFTY SERVICES
SILVERO,Silver oak Commercial Ltd.,NIFTY FINANCIAL SERVICES
CLASELE,Classic Electricals Ltd.,NIFTY SERVICES
PRISMMEDI,Prism Medico and Pharmacy Ltd.,NIFTY FINANCIAL SERVICES
SPVGLOBAL,SPV GLOBAL TRADING LIMITED,NIFTY FINANCIAL SERVICES
VERITAS,Veritas (India) Limited,NIFTY SERVICES
JAICORPLTD,Jai Corp Limited,
ZNIVITRD,Nivi Trading Ltd.,NIFTY SERVICES
ASHCAP,Ashirwad Capital Ltd.,NIFTY FINANCIAL SERVICES
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,
BAJGLOB,Bajaj Global Ltd,NIFTY SERVICES
AVONMERC,Avon Mercantile Ltd.,NIFTY SERVICES
MMWL,Media Matrix Worldwide Ltd.,NIFTY MEDIA
TASHIND,Tashi India Ltd.,NIFTY SERVICES
AUTOINT,Autoriders International Ltd,NIFTY SERVICES
ZSPEEDCO,Speedage Commercials Ltd.,NIFTY FINANCIAL SERVICES
BHAGYANGR,Bhagyanagar India Limited,NIFTY METAL
SHANTAI,Shantai Industries Limited,
CHMBBRW,Chambal Breweries & Distilleries Li,NIFTY SERVICES
ZMANSOON,Mansoon Trading Co. Ltd.,NIFTY SERVICES
SGMART,SG MART LIMITED,
